transaction_id,transaction_date,amount,account_type,category,business_unit,region,customer_id,vendor_id,description
TRX104838,2023-06-24,190045.64,Revenue,Product,Online,West,CUST10222,,Than pull brother answer drive.
TRX104839,2023-06-08,158226.48,Revenue,Subscription,Retail,North,CUST10074,,Pay social anything clear author single have reflect.
TRX104840,2023-02-28,251738.17,Revenue,Product,Retail,South,CUST10270,,Group country choice better everybody see.
TRX104841,2022-03-19,169636.98,Revenue,Subscription,Retail,North,CUST10054,,Determine about culture cause left.
TRX104842,2023-04-17,136813.22,Revenue,Service,Retail,South,CUST10237,,Affect Democrat act woman staff.
TRX104843,2023-09-10,196388.38,Revenue,Service,Online,West,CUST10224,,Couple lead expert.
TRX104844,2022-03-02,94345.45,Revenue,Product,Retail,North,CUST10092,,Realize executive policy most happy agree.
TRX104845,2022-10-07,-29317.44,Expense,Marketing,Online,North,,VEND1046,Sure somebody color affect concern really.
TRX104846,2023-08-28,203920.2,Revenue,Product,Retail,West,CUST10113,,Main exactly student different account bar join.
TRX104847,2023-12-07,-77958.42,Expense,Utilities,Retail,South,,VEND1079,Wrong produce remember hair change.
TRX104848,2022-06-27,-6414.93,Expense,Utilities,Enterprise,North,,VEND1006,Kind store one play friend green hospital on.
TRX104849,2023-05-07,236350.42,Revenue,Product,Enterprise,North,CUST10199,,Season less lay situation bed.
TRX104850,2022-08-14,156301.21,Revenue,Subscription,Online,West,CUST10337,,Oil low boy general indicate.
TRX104851,2022-10-09,-16911.66,Expense,Other,Online,East,,VEND1111,Beautiful away out expert southern least fight.
TRX104852,2022-01-13,92677.19,Revenue,Subscription,Retail,West,CUST10282,,Just you former down sense no even.
TRX104853,2023-11-11,140038.4,Revenue,Product,Online,North,CUST10235,,Plan head remain hope.
TRX104854,2023-10-19,139158.86,Revenue,Service,Online,North,CUST10000,,Accept charge suddenly.
TRX104855,2023-10-08,-33483.7,Expense,Utilities,Retail,East,,VEND1014,World experience fast can.
TRX104856,2023-04-12,182369.45,Revenue,Product,Retail,North,CUST10202,,Food beyond rock work walk including.
TRX104857,2022-06-15,180871.04,Revenue,Subscription,Online,South,CUST10327,,Quite skin magazine seek there seat your.
TRX104858,2023-09-17,120778.81,Revenue,Service,Enterprise,West,CUST10052,,Director culture or change draw gun read hot.
TRX104859,2023-08-18,-27034.29,Expense,Supplies,Retail,West,,VEND1089,Team happy simple administration military hold region eat.
TRX104860,2022-11-29,231235.74,Revenue,Product,Online,East,CUST10100,,Month interview not fall.
TRX104861,2022-10-03,82568.47,Revenue,Product,Enterprise,West,CUST10255,,Value rise degree imagine.
TRX104862,2023-07-29,102094.55,Revenue,Subscription,Online,North,CUST10356,,Girl technology consider go develop from.
TRX104863,2023-07-22,-45100.54,Expense,Marketing,Online,North,,VEND1009,Sport authority top another those send fire available.
TRX104864,2023-11-04,122754.13,Revenue,Subscription,Enterprise,South,CUST10062,,Star health today if modern ready yeah.
TRX104865,2022-03-02,207952.38,Revenue,Service,Enterprise,West,CUST10075,,Prepare moment edge throughout we interview.
TRX104866,2022-10-22,-48198.42,Expense,Utilities,Retail,East,,VEND1115,Heavy we international international coach surface ability protect.
TRX104867,2022-12-25,-38256.19,Expense,Other,Retail,East,,VEND1043,Lay citizen break task relationship city ok.
TRX104868,2023-06-21,-37550.76,Expense,Supplies,Enterprise,South,,VEND1112,Energy price sometimes relate serious.
TRX104869,2023-02-23,157025.08,Revenue,Subscription,Retail,West,CUST10255,,Anyone avoid moment thus cultural.
TRX104870,2022-10-01,214304.64,Revenue,Product,Retail,East,CUST10071,,Continue officer system west yet.
TRX104871,2023-10-17,-20841.32,Expense,Supplies,Retail,East,,VEND1112,Identify agree piece then.
TRX104872,2022-02-23,-41178.35,Expense,Marketing,Enterprise,North,,VEND1038,Must that reality miss carry show great.
TRX104873,2022-02-01,120111.73,Revenue,Subscription,Online,West,CUST10323,,Plan can cultural surface long home.
TRX104874,2022-03-04,-46889.19,Expense,Marketing,Retail,North,,VEND1098,Moment bring yard arrive include issue any.
TRX104875,2022-04-21,176338.8,Revenue,Product,Retail,East,CUST10281,,Process can sign to.
TRX104876,2022-09-30,174928.14,Revenue,Product,Retail,South,CUST10233,,Speech simple technology most.
TRX104877,2023-11-18,112770.46,Revenue,Subscription,Online,North,CUST10175,,Religious leg sit hour investment nature language.
TRX104878,2022-08-07,173795.83,Revenue,Service,Retail,North,CUST10303,,Break I president decade certainly recent institution.
TRX104879,2023-02-04,-45153.91,Expense,Rent,Online,North,,VEND1085,Character message middle finally ever blood improve.
TRX104880,2023-11-16,139686.11,Revenue,Subscription,Retail,West,CUST10231,,Why clearly well prepare rich.
TRX104881,2023-12-30,230615.35,Revenue,Product,Retail,North,CUST10059,,Boy whole score because.
TRX104882,2023-03-15,-10664.8,Expense,Rent,Online,South,,VEND1055,Crime throw thing inside.
TRX104883,2023-07-19,-15694.87,Expense,Rent,Enterprise,South,,VEND1017,Born television medical friend.
TRX104884,2022-05-13,24383.95,Equity,Equity,Retail,North,,,Cover develop magazine east interview environment onto assume.
TRX104885,2023-04-29,83411.04,Revenue,Service,Retail,West,CUST10289,,Enjoy trade fish floor across stand.
TRX104886,2023-01-26,-45760.98,Expense,Rent,Online,East,,VEND1037,Listen source like second.
TRX104887,2023-11-13,162601.85,Revenue,Subscription,Online,North,CUST10263,,Could school fall expert.
TRX104888,2022-04-11,29293.57,Equity,Equity,Retail,South,,,Detail beat eight outside before answer one grow.
TRX104889,2022-06-12,16240.14,Equity,Equity,Online,South,,,Possible hit PM soldier manager because.
TRX104890,2022-02-15,22570.43,Liability,Liability,Enterprise,West,,,Society include make mean.
TRX104891,2022-03-12,-2000.0,Expense,Other,Enterprise,West,,VEND1027,Point to it practice art.
TRX104892,2022-08-04,143512.37,Revenue,Product,Retail,North,CUST10371,,Within east election quite though interesting.
TRX104893,2023-11-29,-62694.3,Expense,Supplies,Retail,North,,VEND1005,Response past court wrong break.
TRX104894,2022-03-31,169683.86,Revenue,Service,Online,West,CUST10266,,Off attorney station.
TRX104895,2023-07-11,136720.04,Revenue,Subscription,Enterprise,East,CUST10068,,There program carry indicate.
TRX104896,2022-08-30,134381.13,Revenue,Service,Online,North,CUST10356,,Bit tax debate will.
TRX104897,2023-09-21,153052.78,Revenue,Product,Enterprise,South,CUST10114,,Return send cut tonight last.
TRX104898,2023-07-21,91882.66,Revenue,Service,Online,South,CUST10070,,Arrive former management role single thank most.
TRX104899,2022-09-20,159088.43,Revenue,Product,Retail,West,CUST10141,,Early option war movie.
TRX104900,2023-04-25,134766.35,Revenue,Subscription,Retail,South,CUST10234,,Finish argue employee voice.
TRX104901,2022-09-18,-76665.97,Expense,Marketing,Retail,South,,VEND1030,Say point citizen drive scene compare man.
TRX104902,2022-01-28,-39545.79,Expense,Marketing,Online,North,,VEND1020,Eye you radio if argue.
TRX104903,2022-03-11,-56933.96,Expense,Marketing,Retail,North,,VEND1095,Church inside too push many.
TRX104904,2023-07-05,77658.96,Revenue,Service,Enterprise,North,CUST10253,,Special small five see.
TRX104905,2023-04-22,-66145.82,Expense,Payroll,Enterprise,North,,VEND1016,Later particularly determine through enjoy report establish.
TRX104906,2022-10-17,149556.77,Revenue,Product,Enterprise,North,CUST10313,,Common white practice ahead his.
TRX104907,2023-05-30,-53333.19,Expense,Payroll,Enterprise,West,,VEND1102,Statement through practice product program.
TRX104908,2022-12-10,-43666.52,Expense,Marketing,Online,West,,VEND1001,Staff ahead use program indeed interview speak.
TRX104909,2022-08-16,184951.36,Revenue,Product,Enterprise,East,CUST10311,,Get including region state his age film travel.
TRX104910,2023-03-31,148811.53,Revenue,Product,Enterprise,West,CUST10016,,Artist loss attack education shoulder step how.
TRX104911,2023-07-18,-2000.0,Expense,Supplies,Enterprise,North,,VEND1000,Child whom edge they entire prepare listen.
TRX104912,2022-05-20,78214.81,Revenue,Product,Online,South,CUST10021,,Bag show watch mean today sister run.
TRX104913,2023-06-21,-68114.28,Expense,Payroll,Online,West,,VEND1043,Painting especially fear tonight boy.
TRX104914,2023-07-09,124277.94,Revenue,Service,Retail,South,CUST10097,,Series fast how use religious run.
TRX104915,2023-10-19,-39843.69,Expense,Supplies,Online,East,,VEND1000,Dog start growth particular food bad.
TRX104916,2023-01-15,88897.95,Revenue,Service,Enterprise,North,CUST10019,,Behavior pressure world lawyer series manage community though.
TRX104917,2022-12-07,228385.04,Revenue,Service,Retail,West,CUST10272,,Wrong dinner democratic hundred end various.
TRX104918,2023-04-17,90152.39,Revenue,Subscription,Online,West,CUST10155,,Material sort off election hand.
TRX104919,2023-09-22,187036.17,Revenue,Product,Enterprise,East,CUST10210,,Address law practice campaign indeed first blue.
TRX104920,2023-09-12,66937.83,Revenue,Product,Enterprise,West,CUST10270,,Road low put occur in.
TRX104921,2022-01-28,153621.5,Revenue,Subscription,Enterprise,East,CUST10138,,Morning property stand finally black recent professional.
TRX104922,2023-04-02,179481.94,Revenue,Service,Online,East,CUST10349,,Civil treat attorney three.
TRX104923,2023-06-01,156152.7,Revenue,Service,Retail,North,CUST10352,,Site generation wall professor cell something.
TRX104924,2023-10-28,96157.74,Revenue,Subscription,Online,West,CUST10028,,Box spring account next fear oil miss yes.
TRX104925,2023-10-12,139120.59,Revenue,Service,Enterprise,East,CUST10201,,Example travel institution check occur today forget.
TRX104926,2022-06-23,254331.72,Revenue,Service,Online,South,CUST10120,,Sing off world memory those outside.
TRX104927,2022-01-28,120025.14,Revenue,Product,Retail,South,CUST10368,,Worker west event process.
TRX104928,2022-03-19,-39677.32,Expense,Payroll,Online,South,,VEND1036,Hair evidence business little.
TRX104929,2023-11-17,146431.77,Revenue,Service,Retail,West,CUST10210,,View toward lot growth white ten.
TRX104930,2022-07-09,170353.14,Revenue,Product,Online,South,CUST10140,,Candidate main way full which party throughout.
TRX104931,2022-08-13,-32975.24,Expense,Other,Online,South,,VEND1117,Business TV so either myself.
TRX104932,2023-05-07,115794.09,Revenue,Service,Enterprise,North,CUST10199,,Sign affect range he read decision.
TRX104933,2023-12-10,256174.36,Revenue,Service,Online,East,CUST10137,,Message create defense.
TRX104934,2022-12-02,137768.4,Revenue,Service,Online,East,CUST10069,,Discussion against know economy.
TRX104935,2023-09-28,221849.87,Revenue,Subscription,Retail,North,CUST10110,,Certain wait strong season cell.
TRX104936,2022-09-25,80683.99,Revenue,Product,Online,East,CUST10308,,Wish check here into.
TRX104937,2022-12-17,-15793.21,Expense,Payroll,Online,South,,VEND1100,Scene near career fill break culture.
TRX104938,2022-07-09,171911.86,Revenue,Service,Retail,West,CUST10286,,Big week model cup.
TRX104939,2023-09-30,152256.65,Revenue,Service,Online,West,CUST10342,,Factor team without just maybe size.
TRX104940,2023-11-14,232924.84,Revenue,Service,Enterprise,West,CUST10008,,Window remember deal result bag class.
TRX104941,2022-01-23,-33495.5,Expense,Other,Retail,South,,VEND1089,Likely everybody music leg game common.
TRX104942,2023-08-12,-52210.0,Expense,Payroll,Online,West,,VEND1059,Way somebody boy meeting never.
TRX104943,2023-07-06,163151.89,Revenue,Product,Retail,West,CUST10160,,Table sister open lay live direction group.
TRX104944,2023-10-03,-62131.65,Expense,Marketing,Enterprise,East,,VEND1051,Data however office.
TRX104945,2022-07-29,-47951.88,Expense,Marketing,Retail,South,,VEND1094,Sit too standard.
TRX104946,2022-12-07,-56733.3,Expense,Rent,Online,East,,VEND1021,Weight garden pattern ready physical wall.
TRX104947,2022-02-07,103596.52,Revenue,Product,Retail,North,CUST10229,,Nothing indicate garden year process full page.
TRX104948,2023-04-22,-32520.9,Expense,Payroll,Online,North,,VEND1042,Could always remain happy much short already.
TRX104949,2022-11-21,-9197.28,Expense,Utilities,Online,South,,VEND1049,Factor prepare moment assume.
TRX104950,2023-08-03,173510.73,Revenue,Subscription,Enterprise,East,CUST10264,,Clearly place expect magazine use eye.
TRX104951,2023-05-13,-46471.83,Expense,Rent,Enterprise,East,,VEND1075,Chair identify her may plant.
TRX104952,2023-11-12,198526.29,Revenue,Product,Online,West,CUST10178,,Despite kitchen others compare maintain most.
TRX104953,2022-12-30,168842.93,Revenue,Product,Online,East,CUST10076,,Ready staff approach better through human investment.
TRX104954,2022-12-21,-66507.08,Expense,Other,Online,North,,VEND1101,Seem system foot turn financial top.
TRX104955,2022-07-21,24553.18,Asset,Asset,Online,West,,,Evening manage appear back benefit.
TRX104956,2023-02-10,112662.07,Revenue,Subscription,Enterprise,North,CUST10365,,Receive force left special.
TRX104957,2022-10-30,182712.89,Revenue,Subscription,Enterprise,North,CUST10114,,Option similar show full carry what full power.
TRX104958,2023-07-25,-73544.93,Expense,Rent,Retail,South,,VEND1037,Benefit fire style scientist risk growth.
TRX104959,2023-11-30,121258.18,Revenue,Service,Retail,South,CUST10289,,Car ago take relationship country others treat number.
TRX104960,2023-01-18,-32101.8,Expense,Payroll,Online,East,,VEND1081,Marriage war whole message style.
TRX104961,2023-12-18,296456.81,Revenue,Service,Enterprise,South,CUST10060,,You own key would physical purpose provide.
TRX104962,2023-12-15,294060.11,Revenue,Product,Enterprise,South,CUST10123,,Green change discussion various man but.
TRX104963,2022-12-14,-33785.6,Expense,Rent,Retail,East,,VEND1046,Into dinner Republican ability enough spring sister plan.
TRX104964,2022-11-03,156284.08,Revenue,Product,Retail,North,CUST10278,,Pattern foot government research almost way sort.
TRX104965,2022-10-26,124070.26,Revenue,Product,Enterprise,East,CUST10225,,Call every act cell.
TRX104966,2022-01-15,-31254.84,Expense,Supplies,Enterprise,East,,VEND1060,Remember indeed call pull.
TRX104967,2022-02-11,-8847.94,Expense,Utilities,Retail,South,,VEND1092,Pressure station pass quality simple cold.
TRX104968,2023-03-17,-24146.33,Expense,Other,Enterprise,South,,VEND1058,No save book test break party include.
TRX104969,2022-08-13,161050.45,Revenue,Subscription,Retail,East,CUST10275,,Want good put poor down available receive.
TRX104970,2023-01-09,162741.31,Revenue,Subscription,Retail,North,CUST10328,,Food process apply street son.
TRX104971,2022-01-25,30188.67,Revenue,Product,Retail,South,CUST10355,,Study four some.
TRX104972,2022-06-24,161549.62,Revenue,Service,Online,North,CUST10334,,Contain different standard pick.
TRX104973,2023-03-28,-25576.96,Expense,Marketing,Enterprise,West,,VEND1044,Tax film key wish quality.
TRX104974,2022-03-26,-2000.0,Expense,Supplies,Enterprise,West,,VEND1025,Spring agent skin enter dinner wife federal.
TRX104975,2022-05-31,-2000.0,Expense,Utilities,Retail,West,,VEND1006,Fine senior once table quality.
TRX104976,2022-04-03,222497.47,Revenue,Product,Enterprise,South,CUST10250,,Already billion enough past apply value team.
TRX104977,2023-01-31,-44628.18,Expense,Rent,Enterprise,South,,VEND1050,Occur rich structure something event government day.
TRX104978,2022-05-29,282474.26,Revenue,Subscription,Online,West,CUST10244,,Teach could line.
TRX104979,2023-07-05,-22696.95,Expense,Utilities,Online,North,,VEND1006,Western worker scientist here nearly PM.
TRX104980,2023-05-12,-27047.8,Expense,Marketing,Enterprise,East,,VEND1073,Information smile operation prove others.
TRX104981,2022-02-03,79189.92,Revenue,Service,Online,North,CUST10262,,Meet when decide education lay mean which.
TRX104982,2023-04-25,-29017.82,Expense,Utilities,Enterprise,West,,VEND1084,American city check ago consumer.
TRX104983,2023-11-22,105893.66,Revenue,Product,Retail,East,CUST10230,,Federal water serious step determine analysis.
TRX104984,2022-02-16,83185.46,Revenue,Service,Enterprise,East,CUST10132,,Property bank later several think enough management.
TRX104985,2023-11-12,112094.72,Revenue,Product,Retail,East,CUST10013,,Language financial hot very.
TRX104986,2023-06-13,141042.16,Revenue,Service,Retail,South,CUST10325,,Join cause positive shoulder rule hospital research.
TRX104987,2022-04-05,95536.02,Revenue,Service,Retail,East,CUST10166,,List audience factor voice person draw.
TRX104988,2022-07-11,187156.1,Revenue,Subscription,Enterprise,West,CUST10272,,Generation five through amount change.
TRX104989,2022-12-01,82129.58,Revenue,Product,Enterprise,West,CUST10189,,Policy least east test inside sport accept.
TRX104990,2022-08-21,107917.65,Revenue,Subscription,Enterprise,East,CUST10018,,Like worry thing.
TRX104991,2022-06-29,145064.39,Revenue,Service,Online,West,CUST10195,,Everybody age past language.
TRX104992,2022-10-20,-55773.87,Expense,Utilities,Online,West,,VEND1093,Item health trouble today boy fear fast shoulder.
TRX104993,2023-08-09,174243.72,Revenue,Product,Enterprise,West,CUST10159,,Star although late successful.
TRX104994,2022-05-14,-71427.01,Expense,Marketing,Retail,North,,VEND1053,Sport program marriage whether.
TRX104995,2023-09-12,-2000.0,Expense,Utilities,Retail,West,,VEND1018,Same successful of police amount.
TRX104996,2022-03-13,207621.81,Revenue,Service,Online,South,CUST10254,,Another be task agent behind later realize.
TRX104997,2022-03-09,-17024.19,Expense,Supplies,Retail,West,,VEND1100,Too member son fly past send like.
TRX104998,2023-11-15,205954.93,Revenue,Product,Enterprise,East,CUST10362,,Place different beyond number feeling low land.
TRX104999,2022-01-22,150284.51,Revenue,Service,Enterprise,South,CUST10001,,Economic right enough from.
TRX105000,2023-04-11,107304.47,Revenue,Service,Online,South,CUST10300,,State part only very return.
TRX105001,2023-02-21,106898.64,Revenue,Subscription,Enterprise,East,CUST10346,,Mr actually safe all test.
TRX105002,2023-08-28,175873.83,Revenue,Service,Online,West,CUST10180,,Sense nation wrong contain me.
TRX105003,2023-08-29,192367.18,Revenue,Subscription,Retail,East,CUST10280,,Court player better increase.
TRX105004,2022-03-17,-5918.09,Expense,Supplies,Enterprise,North,,VEND1065,Whom collection mean debate pay old debate.
TRX105005,2023-06-23,-39624.81,Expense,Other,Enterprise,South,,VEND1081,Support certainly edge push.
TRX105006,2022-09-25,199178.22,Revenue,Subscription,Retail,North,CUST10308,,Magazine stage money become society him.
TRX105007,2022-07-25,-44910.85,Expense,Payroll,Enterprise,East,,VEND1040,Left by we sing generation.
TRX105008,2022-09-27,42213.9,Revenue,Service,Online,North,CUST10095,,Some style already perhaps each.
TRX105009,2022-07-20,174304.76,Revenue,Product,Enterprise,North,CUST10152,,Skill reach choice those.
TRX105010,2022-01-20,-55307.64,Expense,Other,Online,North,,VEND1084,Claim lead stay reveal exactly represent.
TRX105011,2022-06-25,194935.22,Revenue,Subscription,Online,South,CUST10369,,Room drive movie tax.
TRX105012,2023-04-28,130233.65,Revenue,Subscription,Online,South,CUST10180,,Which occur join skin story suddenly this threat.
TRX105013,2023-05-27,107114.7,Revenue,Service,Retail,East,CUST10241,,Radio short assume modern my address least.
TRX105014,2023-12-27,132477.38,Revenue,Product,Enterprise,South,CUST10262,,Situation draw third actually admit.
TRX105015,2022-03-21,-14946.44,Expense,Other,Online,North,,VEND1055,Own who cultural administration live.
TRX105016,2022-06-10,-33092.0,Expense,Utilities,Retail,North,,VEND1042,Up team charge better deep education establish.
TRX105017,2023-02-06,-48362.19,Expense,Supplies,Enterprise,North,,VEND1060,Consider school those finally special.
TRX105018,2023-10-18,-47190.19,Expense,Marketing,Enterprise,North,,VEND1090,Other region deal west final spend.
TRX105019,2023-07-21,96388.11,Revenue,Product,Online,South,CUST10195,,Yard coach here body.
TRX105020,2023-08-29,207912.17,Revenue,Product,Retail,North,CUST10353,,Type rest woman establish purpose.
TRX105021,2023-05-06,-5628.82,Expense,Other,Retail,South,,VEND1031,Month possible man.
TRX105022,2023-04-27,-26222.73,Expense,Other,Online,South,,VEND1118,Surface win commercial staff.
TRX105023,2023-09-29,6124.92,Asset,Asset,Retail,West,,,Seven card world task artist walk.
TRX105024,2022-03-29,-8722.8,Expense,Marketing,Retail,West,,VEND1112,Wall stop into coach open.
TRX105025,2023-06-16,-26027.3,Expense,Marketing,Online,West,,VEND1033,Student visit military she.
TRX105026,2022-02-18,120922.25,Revenue,Service,Enterprise,North,CUST10058,,Color fact station.
TRX105027,2022-03-08,-48676.77,Expense,Other,Retail,South,,VEND1013,Across camera business.
TRX105028,2023-01-26,153356.88,Revenue,Product,Online,East,CUST10100,,Specific create party cell specific early stand.
TRX105029,2022-11-08,-63548.71,Expense,Utilities,Online,West,,VEND1018,Boy expert read speech.
TRX105030,2022-06-18,25600.08,Liability,Liability,Online,North,,,Few artist vote forward can.
TRX105031,2023-03-31,155318.82,Revenue,Product,Enterprise,West,CUST10157,,White much capital rather successful stuff product.
TRX105032,2023-05-09,74528.14,Revenue,Service,Retail,West,CUST10200,,Experience at drop resource.
TRX105033,2022-03-29,-26638.84,Expense,Other,Enterprise,West,,VEND1073,Bag scene management office he community.
TRX105034,2022-10-28,-42788.18,Expense,Supplies,Enterprise,East,,VEND1039,Local system candidate young teacher network money start.
TRX105035,2022-08-14,-54466.62,Expense,Rent,Retail,North,,VEND1052,Difference page choose others thought.
TRX105036,2022-08-31,-20397.94,Expense,Rent,Retail,East,,VEND1050,Truth cup human history.
TRX105037,2022-11-24,71661.95,Revenue,Product,Enterprise,West,CUST10039,,Politics such allow speech future.
TRX105038,2022-10-22,182900.03,Revenue,Subscription,Retail,South,CUST10112,,Away issue discuss war least can.
TRX105039,2022-08-31,-3529.62,Expense,Payroll,Enterprise,South,,VEND1028,Describe accept open develop health business while.
TRX105040,2023-10-12,161316.35,Revenue,Product,Enterprise,West,CUST10003,,Just where especially suffer.
TRX105041,2023-09-30,56211.21,Revenue,Service,Enterprise,North,CUST10342,,Woman down yes mother.
TRX105042,2022-11-03,182902.68,Revenue,Service,Enterprise,South,CUST10278,,Employee show across field station.
TRX105043,2023-07-17,134153.87,Revenue,Product,Retail,West,CUST10175,,Page effort have his.
TRX105044,2022-11-22,170605.08,Revenue,Product,Enterprise,West,CUST10356,,To others figure especially.
TRX105045,2022-09-25,233200.85,Revenue,Service,Online,North,CUST10308,,Rest official campaign image good successful reflect.
TRX105046,2022-04-09,-53221.19,Expense,Supplies,Retail,South,,VEND1112,Writer everything guy sign hear energy establish.
TRX105047,2023-09-06,239728.19,Revenue,Subscription,Retail,West,CUST10170,,Bad technology behind care.
TRX105048,2022-02-18,-52552.82,Expense,Payroll,Online,North,,VEND1098,Create magazine standard.
TRX105049,2022-07-05,43628.74,Revenue,Service,Retail,East,CUST10085,,Standard chair information find natural human statement.
TRX105050,2023-04-08,-19497.26,Expense,Other,Online,South,,VEND1063,Fast open pattern among shake add American.
TRX105051,2022-09-17,-70992.74,Expense,Rent,Online,West,,VEND1017,Computer suggest enough analysis happy.
TRX105052,2023-08-12,-46988.55,Expense,Payroll,Enterprise,North,,VEND1004,Mean visit recognize difficult.
TRX105053,2023-04-09,100269.83,Revenue,Service,Enterprise,South,CUST10101,,Require certain whole save imagine movie manage.
TRX105054,2023-11-02,73179.22,Revenue,Subscription,Retail,South,CUST10198,,Room money yes television example.
TRX105055,2023-03-20,-43334.26,Expense,Rent,Enterprise,North,,VEND1037,Garden question service action story national bank.
TRX105056,2022-07-11,139039.51,Revenue,Subscription,Online,South,CUST10311,,Place evening political lose bring side.
TRX105057,2022-04-08,134507.0,Revenue,Service,Enterprise,North,CUST10357,,Drive answer night while.
TRX105058,2022-04-18,157205.45,Revenue,Subscription,Enterprise,East,CUST10077,,Answer focus product glass great since risk.
TRX105059,2022-03-09,86002.75,Revenue,Subscription,Online,East,CUST10360,,Series participant person generation would old draw shake.
TRX105060,2022-04-16,-34978.1,Expense,Other,Enterprise,South,,VEND1010,Personal occur always decision shoulder.
TRX105061,2022-11-10,-43115.52,Expense,Rent,Online,South,,VEND1105,Itself section though including.
TRX105062,2022-02-04,-54493.81,Expense,Other,Retail,West,,VEND1011,Interview just near Mr month environment treat.
TRX105063,2022-11-08,-34505.9,Expense,Payroll,Retail,South,,VEND1078,Feel federal best save continue.
TRX105064,2022-12-31,-40814.29,Expense,Payroll,Retail,West,,VEND1019,Plant she blood return consumer article.
TRX105065,2023-12-21,-61804.45,Expense,Rent,Enterprise,South,,VEND1023,Know group TV father start.
TRX105066,2023-12-04,223396.0,Revenue,Product,Online,North,CUST10027,,Us consider speech popular.
TRX105067,2023-08-08,160805.22,Revenue,Subscription,Enterprise,West,CUST10278,,Fly per no wife simple.
TRX105068,2023-11-26,-51491.61,Expense,Other,Online,West,,VEND1117,After section sometimes control.
TRX105069,2022-12-16,214506.91,Revenue,Service,Retail,South,CUST10096,,Ability get feeling choice heart value baby.
TRX105070,2022-02-10,-22640.74,Expense,Supplies,Enterprise,North,,VEND1074,Series grow democratic part agree remain think.
TRX105071,2023-10-02,139261.72,Revenue,Service,Retail,South,CUST10276,,Stuff cell direction interest still yeah maybe.
TRX105072,2022-06-13,18934.73,Asset,Asset,Enterprise,West,,,Director even feel large town beautiful.
TRX105073,2023-05-01,-57918.26,Expense,Supplies,Online,North,,VEND1039,Establish personal design hear movement.
TRX105074,2023-12-21,188522.97,Revenue,Service,Retail,North,CUST10165,,Daughter score ask author soldier suddenly.
TRX105075,2023-11-08,-80015.44,Expense,Marketing,Online,South,,VEND1117,Southern wrong minute able.
TRX105076,2022-02-21,-23448.99,Expense,Marketing,Retail,East,,VEND1102,Site citizen finish personal political local.
TRX105077,2023-09-05,-11504.11,Expense,Supplies,Retail,South,,VEND1088,Audience third feeling dream way finish.
TRX105078,2023-07-21,26752.94,Revenue,Product,Enterprise,South,CUST10211,,Pick yourself floor dark.
TRX105079,2022-03-27,182150.23,Revenue,Product,Enterprise,West,CUST10237,,Cause also reveal see half their eight probably.
TRX105080,2022-06-29,229651.31,Revenue,Product,Retail,South,CUST10143,,My time discussion.
TRX105081,2023-02-11,21555.62,Liability,Liability,Online,West,,,Carry woman goal agree.
TRX105082,2023-06-13,-28188.52,Expense,Rent,Retail,East,,VEND1097,Boy rather memory sign.
TRX105083,2022-10-27,-45694.1,Expense,Other,Enterprise,South,,VEND1113,Environmental sit parent weight big not beyond.
TRX105084,2023-12-02,253797.56,Revenue,Service,Online,West,CUST10121,,Eight machine decade compare anything senior.
TRX105085,2023-10-12,251158.46,Revenue,Subscription,Enterprise,South,CUST10197,,Position level really interview human wear type military.
TRX105086,2023-03-16,-69468.25,Expense,Supplies,Retail,South,,VEND1053,Maintain exist compare Mr article.
TRX105087,2023-03-19,107416.81,Revenue,Service,Retail,South,CUST10046,,East agreement support voice maybe four talk.
TRX105088,2023-07-29,-59773.68,Expense,Payroll,Online,North,,VEND1018,Until the window street benefit card benefit.
TRX105089,2023-12-10,197509.28,Revenue,Product,Online,West,CUST10137,,West near build ok mother.
TRX105090,2022-04-11,-25516.18,Expense,Utilities,Enterprise,South,,VEND1067,Put Democrat sister art between.
TRX105091,2022-03-19,149162.73,Revenue,Subscription,Online,North,CUST10081,,Drive buy more allow about officer type.
TRX105092,2022-04-28,-44766.63,Expense,Marketing,Enterprise,East,,VEND1046,Body by spend name career especially.
TRX105093,2023-03-04,244932.65,Revenue,Subscription,Enterprise,South,CUST10003,,North buy quite despite spring over mother.
TRX105094,2023-03-23,130472.88,Revenue,Subscription,Retail,North,CUST10348,,Hold trouble follow help itself toward.
TRX105095,2022-01-18,-42749.67,Expense,Supplies,Retail,East,,VEND1062,Operation structure politics.
TRX105096,2022-10-30,34373.43,Liability,Liability,Retail,South,,,Budget because cover culture key quality let.
TRX105097,2023-12-25,241338.92,Revenue,Service,Online,East,CUST10157,,Somebody chair camera nice.
TRX105098,2023-12-12,61309.86,Revenue,Service,Enterprise,South,CUST10038,,Commercial reach new know.
TRX105099,2022-10-31,-49104.3,Expense,Marketing,Retail,East,,VEND1109,Company rise agency until prevent.
TRX105100,2022-06-09,-50246.07,Expense,Utilities,Enterprise,South,,VEND1115,Letter base difference fight.
TRX105101,2023-10-16,144666.4,Revenue,Service,Online,North,CUST10024,,Program capital place few yes its whole.
TRX105102,2022-02-16,106065.55,Revenue,Service,Enterprise,North,CUST10126,,Free lose skill happen pass cultural.
TRX105103,2023-11-15,-47522.38,Expense,Rent,Enterprise,North,,VEND1106,Mention area around against threat.
TRX105104,2022-09-20,184006.65,Revenue,Product,Retail,West,CUST10182,,Common even ten hand perhaps reason full.
